file,prediction,ai_probability,prediction_name,ai_probability_percent
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_144.wav,1,0.9996925592422485,AI,99.96925592422485
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/244 - When TriStar and MGM Invade the Animation Intros_012.wav,1,0.999692440032959,AI,99.9692440032959
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/051 - Animation Studio Intros Escaped from TV_030.wav,1,0.9996923208236694,AI,99.96923208236694
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/130 - Halloween Party - Movie Studio Intros_011.wav,1,0.9996922016143799,AI,99.96922016143799
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_271.wav,1,0.999691367149353,AI,99.9691367149353
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/048 - Movie Studios in the Neanderthal Era_019.wav,1,0.999691367149353,AI,99.9691367149353
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_192.wav,1,0.9996911287307739,AI,99.96911287307739
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/208 - Movie Studios in Yarn (Behind the Scenes)_035.wav,1,0.9996907711029053,AI,99.96907711029053
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_103.wav,1,0.9996906518936157,AI,99.96906518936157
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/112 - THE MINE SONG BUT IT'S RUINED BY AI EVERY ＂MINE＂ (AND randomly) ｜ SORA 2 AI [SPARTA NEMESIS MIX]_030.wav,1,0.9996905326843262,AI,99.96905326843262
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/243 - SpongeBob Episode 1 ( The New Boss )_005.wav,1,0.9996905326843262,AI,99.96905326843262
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_125.wav,1,0.9996904134750366,AI,99.96904134750366
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/067 - How will we know whats real？ Sora 2._007.wav,1,0.9996904134750366,AI,99.96904134750366
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/132 - All Jeffy Trailers By Sora 2_000.wav,1,0.9996904134750366,AI,99.96904134750366
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_077.wav,1,0.9996902942657471,AI,99.9690294265747
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/242 - Funny Christmas Jingles - Animation TV Channels_022.wav,1,0.9996901750564575,AI,99.96901750564575
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_043.wav,1,0.9996898174285889,AI,99.96898174285889
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/165 - TriStar vs. Movie Studios_020.wav,1,0.9996895790100098,AI,99.96895790100098
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation_037.wav,1,0.9996895790100098,AI,99.96895790100098
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/129 - Nickelodeon x CN x PBS Kids Mashup - AI Bumpers_015.wav,1,0.9996894598007202,AI,99.96894598007202
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_042.wav",1,0.9996894598007202,AI,99.96894598007202
/home/jack/Videos/snip_4sec/garystafford/hg_0012_part_004.flac,1,0.9996894598007202,AI,99.96894598007202
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/102 - Nickelodeon AI Bumpers_042.wav,1,0.9996893405914307,AI,99.96893405914307
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_074.wav,1,0.9996892213821411,AI,99.96892213821411
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_145.wav,1,0.9996891021728516,AI,99.96891021728516
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_129.wav,1,0.999688982963562,AI,99.9688982963562
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_159.wav,1,0.999688982963562,AI,99.9688982963562
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/193 - Sora AI Lost Episode Analog Horror Compilation_080.wav,1,0.9996883869171143,AI,99.96883869171143
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/080 - Sora Ai S1E2_061.wav,1,0.9996883869171143,AI,99.96883869171143
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/146 - Movie Studio Mascots： Cyberpunk Reality_038.wav,1,0.9996883869171143,AI,99.96883869171143
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/060 - Sora 2 was a mistake 💀 (Sora 2 pixar film trailers 2)_020.wav,1,0.9996881484985352,AI,99.96881484985352
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_014.wav,1,0.9996880292892456,AI,99.96880292892456
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_076.wav,1,0.9996880292892456,AI,99.96880292892456
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/281 - Collabs Ice Cream - Movie & Animation studios_016.wav,1,0.999687671661377,AI,99.9687671661377
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/014 - Anime Videos Generated by SORA 2._097.wav,1,0.9996875524520874,AI,99.96875524520874
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/270 - [100K] The Mine Song [Lazy Town] but it’s ruined by Sora Ai 2 every time Stingy says “Mine” or “Me”_012.wav,1,0.9996874332427979,AI,99.96874332427979
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_216.wav,1,0.9996871948242188,AI,99.96871948242188
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_288.wav,1,0.9996870756149292,AI,99.96870756149292
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_320.wav,1,0.9996869564056396,AI,99.96869564056396
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)_028.wav,1,0.9996868371963501,AI,99.96868371963501
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/210 - 🍭If Animation Studios Made Ice Cream🎬_003.wav,1,0.9996867179870605,AI,99.96867179870605
/home/jack/Videos/snip_4sec/garystafford/po_0032_c_part_012.flac,1,0.9996867179870605,AI,99.96867179870605
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_627.wav,1,0.999686598777771,AI,99.9686598777771
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob._132.wav,1,0.9996863603591919,AI,99.96863603591919
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_014.wav,1,0.9996863603591919,AI,99.96863603591919
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/207 - What if Movie Studios made Minecraft (Behind the Scenes)_014.wav,1,0.9996863603591919,AI,99.96863603591919
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/085 - BFDI Intros but Ruined by Sora 2 AI_005.wav,1,0.9996858835220337,AI,99.96858835220337
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_152.wav,1,0.9996858835220337,AI,99.96858835220337
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)_012.wav,1,0.9996858835220337,AI,99.96858835220337
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_087.wav,1,0.9996850490570068,AI,99.96850490570068
/home/jack/Videos/snip_4sec/garystafford/sp_0005_c_part_011.flac,1,0.9996849298477173,AI,99.96849298477173
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/204 - Ultimate THX & Movie Studio Intro Compilation_003.wav,1,0.9996849298477173,AI,99.96849298477173
/home/jack/Videos/snip_4sec/garystafford/po_0005_c_part_011.flac,1,0.9996849298477173,AI,99.96849298477173
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_266.wav,1,0.9996848106384277,AI,99.96848106384277
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_306.wav,1,0.9996846914291382,AI,99.96846914291382
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)_089.wav,1,0.9996845722198486,AI,99.96845722198486
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_248.wav,1,0.9996844530105591,AI,99.96844530105591
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/175 - Throwing Cheese at Historical Figures (A.I. Video)_008.wav,1,0.9996839761734009,AI,99.96839761734009
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/200 - SML Movie： Junior Wants Chef Pee Pee Fired!_178.wav,1,0.9996838569641113,AI,99.96838569641113
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_114.wav,1,0.9996837377548218,AI,99.96837377548218
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_124.wav,1,0.9996834993362427,AI,99.96834993362427
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_219.wav,1,0.999683141708374,AI,99.9683141708374
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/192 - Lost Episodes Analog Horror Sora 2 (The Creepiest)_010.wav,1,0.999683141708374,AI,99.9683141708374
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_166.wav",1,0.9996829032897949,AI,99.96829032897949
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/271 - Most Viewed Peppa Pig Gets Grounded_011.wav,1,0.9996829032897949,AI,99.96829032897949
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/179 - 🍔When Movie Studios Opened BURGER KING Theaters_027.wav,1,0.9996827840805054,AI,99.96827840805054
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_056.wav",1,0.9996827840805054,AI,99.96827840805054
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_095.wav",1,0.9996820688247681,AI,99.9682068824768
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation_000.wav,1,0.9996819496154785,AI,99.96819496154785
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/047 - Animation Studios Come to Life in Theaters_000.wav,1,0.9996815919876099,AI,99.96815919876099
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_184.wav,1,0.9996815919876099,AI,99.96815919876099
/home/jack/Videos/snip_4sec/garystafford/lv_0004_part_004.flac,1,0.9996813535690308,AI,99.96813535690308
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/082 - (FOR SPONGE AI) Squidward's 2006 Honda Civic Cahos! LITE_022.wav,1,0.9996811151504517,AI,99.96811151504517
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/034 - BEST SORA 2 CLIPS EPISODE 2 Ai Memes #soraai_047.wav,1,0.9996809959411621,AI,99.96809959411621
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/044 - ai Spongebob Episode #spongebob #sora #veo3_023.wav,1,0.9996801614761353,AI,99.96801614761353
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/271 - Most Viewed Peppa Pig Gets Grounded_001.wav,1,0.9996798038482666,AI,99.96798038482666
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/033 - Bloopers by Sora 2_017.wav,1,0.999679684638977,AI,99.9679684638977
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_272.wav,1,0.9996795654296875,AI,99.96795654296875
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/048 - Movie Studios in the Neanderthal Era_006.wav,1,0.9996795654296875,AI,99.96795654296875
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/093 - Sora 2 - Family Guy and South Park ｜ Sneakers O’Toole SPECIAL ｜ AI Cartoon Compilation #3.5_044.wav,1,0.999679446220398,AI,99.9679446220398
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/034 - BEST SORA 2 CLIPS EPISODE 2 Ai Memes #soraai_054.wav,1,0.9996792078018188,AI,99.96792078018188
/home/jack/Videos/snip_4sec/garystafford/sp_0003_c_part_016.flac,1,0.9996788501739502,AI,99.96788501739502
/home/jack/Videos/snip_4sec/garystafford/lv_0003_c_part_016.flac,1,0.9996788501739502,AI,99.96788501739502
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_202.wav,1,0.9996788501739502,AI,99.96788501739502
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_146.wav,1,0.9996787309646606,AI,99.96787309646606
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/120 - Nickelodeon vs. Movie Studios -  SLIME Takeover!_033.wav,1,0.9996786117553711,AI,99.96786117553711
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_024.wav,1,0.9996786117553711,AI,99.96786117553711
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_609.wav,1,0.9996786117553711,AI,99.96786117553711
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/192 - Lost Episodes Analog Horror Sora 2 (The Creepiest)_053.wav,1,0.9996784925460815,AI,99.96784925460815
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/042 - Movie Studio Phone Ads_004.wav,1,0.9996782541275024,AI,99.96782541275024
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/152 - Movie Studio Intros Mix-Up (Behind the Scenes)_011.wav,1,0.9996781349182129,AI,99.96781349182129
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_098.wav,1,0.9996778964996338,AI,99.96778964996338
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/104 - Sora 2 S1E4_049.wav,1,0.9996777772903442,AI,99.96777772903442
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_114.wav,1,0.9996776580810547,AI,99.96776580810547
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/204 - Ultimate THX & Movie Studio Intro Compilation_043.wav,1,0.9996776580810547,AI,99.96776580810547
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/071 - OH MY GOD ITS EXPLODING IN POPULARITY_007.wav,1,0.9996774196624756,AI,99.96774196624756
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/204 - Ultimate THX & Movie Studio Intro Compilation_056.wav,1,0.999677300453186,AI,99.9677300453186
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/291 - What If NETFLIX & DISNEY Faced Off？ ｜ AI Generated_002.wav,1,0.9996770620346069,AI,99.9677062034607
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob._102.wav,1,0.9996770620346069,AI,99.9677062034607
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation_057.wav,1,0.9996770620346069,AI,99.9677062034607
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/210 - 🍭If Animation Studios Made Ice Cream🎬_009.wav,1,0.9996768236160278,AI,99.96768236160278
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/194 - Lost Episodes Analog Horror Sora 2 #1_048.wav,1,0.9996767044067383,AI,99.96767044067383
/home/jack/Videos/snip_4sec/garystafford/sp_0005_part_003.flac,1,0.9996765851974487,AI,99.96765851974487
/home/jack/Videos/snip_4sec/garystafford/po_0005_part_003.flac,1,0.9996765851974487,AI,99.96765851974487
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/130 - Halloween Party - Movie Studio Intros_027.wav,1,0.9996761083602905,AI,99.96761083602905
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/272 - Peppa pig Sora ai videos 500 subscriber special_008.wav,1,0.999675989151001,AI,99.9675989151001
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/093 - Sora 2 - Family Guy and South Park ｜ Sneakers O’Toole SPECIAL ｜ AI Cartoon Compilation #3.5_008.wav,1,0.9996757507324219,AI,99.96757507324219
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_217.wav,1,0.9996756315231323,AI,99.96756315231323
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/288 - Metro Goldwyn Mayer vs Streaming Channels_026.wav,1,0.9996755123138428,AI,99.96755123138428
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/093 - Sora 2 - Family Guy and South Park ｜ Sneakers O’Toole SPECIAL ｜ AI Cartoon Compilation #3.5_006.wav,1,0.9996753931045532,AI,99.96753931045532
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/239 - An AI-generated episode of Gravity Falls_005.wav,1,0.9996752738952637,AI,99.96752738952637
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/107 - 🔊THX vs. Movie Studios🎬_011.wav,1,0.9996751546859741,AI,99.96751546859741
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/193 - Sora AI Lost Episode Analog Horror Compilation_079.wav,1,0.9996751546859741,AI,99.96751546859741
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/165 - TriStar vs. Movie Studios_028.wav,1,0.9996747970581055,AI,99.96747970581055
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/196 - Lost Episodes Analog Horror Sora 2 (Full Movie)_019.wav,1,0.9996747970581055,AI,99.96747970581055
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_038.wav",1,0.9996739625930786,AI,99.96739625930786
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob._108.wav,1,0.9996739625930786,AI,99.96739625930786
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/011 - What If Cartoons Had Anime Openings - Sora 2 AI (Part 3)_022.wav,1,0.9996734857559204,AI,99.96734857559204
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!_045.wav",1,0.9996734857559204,AI,99.96734857559204
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/044 - ai Spongebob Episode #spongebob #sora #veo3_042.wav,1,0.9996733665466309,AI,99.96733665466309
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_075.wav,1,0.9996733665466309,AI,99.96733665466309
"/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/290 - 🎁Holiday Gifts from Movies, Animation & Streaming Studios_001.wav",1,0.9996731281280518,AI,99.96731281280518
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/193 - Sora AI Lost Episode Analog Horror Compilation_026.wav,1,0.9996731281280518,AI,99.96731281280518
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/063 - Regular AI Show： The Job Fail_027.wav,1,0.9996730089187622,AI,99.96730089187622
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/120 - Nickelodeon vs. Movie Studios -  SLIME Takeover!_002.wav,1,0.9996727705001831,AI,99.96727705001831
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob._019.wav,1,0.9996727705001831,AI,99.96727705001831
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/194 - Lost Episodes Analog Horror Sora 2 #1_054.wav,1,0.9996727705001831,AI,99.96727705001831
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_255.wav,1,0.9996727705001831,AI,99.96727705001831
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/006 - If Movie Studios made TV Ads_016.wav,1,0.999672532081604,AI,99.9672532081604
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/044 - ai Spongebob Episode #spongebob #sora #veo3_000.wav,1,0.9996721744537354,AI,99.96721744537354
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_157.wav,1,0.9996721744537354,AI,99.96721744537354
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/051 - Animation Studio Intros Escaped from TV_014.wav,1,0.9996721744537354,AI,99.96721744537354
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/033 - Bloopers by Sora 2_002.wav,1,0.9996720552444458,AI,99.96720552444458
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/188 - Lost episode by sora 2_067.wav,1,0.9996719360351562,AI,99.96719360351562
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_212.wav,1,0.9996718168258667,AI,99.96718168258667
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_211.wav,1,0.9996713399887085,AI,99.96713399887085
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_071.wav,1,0.9996713399887085,AI,99.96713399887085
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_086.wav,1,0.9996711015701294,AI,99.96711015701294
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/241 - 🍰 Cinematic Cakes： Movie Studio Edition_014.wav,1,0.9996709823608398,AI,99.96709823608398
/home/jack/Videos/snip_4sec/garystafford/po_0029_part_005.flac,1,0.9996708631515503,AI,99.96708631515503
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/005 - Behind the Scenes of Movie Studio Logos (Funny Moments)_004.wav,1,0.9996705055236816,AI,99.96705055236816
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/291 - What If NETFLIX & DISNEY Faced Off？ ｜ AI Generated_014.wav,1,0.9996702671051025,AI,99.96702671051025
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_069.wav,1,0.9996702671051025,AI,99.96702671051025
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_070.wav,1,0.9996700286865234,AI,99.96700286865234
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)_042.wav,1,0.9996697902679443,AI,99.96697902679443
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/112 - THE MINE SONG BUT IT'S RUINED BY AI EVERY ＂MINE＂ (AND randomly) ｜ SORA 2 AI [SPARTA NEMESIS MIX]_004.wav,1,0.9996696710586548,AI,99.96696710586548
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/243 - SpongeBob Episode 1 ( The New Boss )_013.wav,1,0.9996696710586548,AI,99.96696710586548
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_024.wav,1,0.9996693134307861,AI,99.96693134307861
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/285 - Collabs Movie Studios & Streaming Platforms🥣 Made Cereals_026.wav,1,0.9996691942214966,AI,99.96691942214966
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_072.wav,1,0.999669075012207,AI,99.9669075012207
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/275 - Sora AI 2 Compilation Pt. 3_009.wav,1,0.9996688365936279,AI,99.9668836593628
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/116 - Sora 2 S1E5_027.wav,1,0.9996688365936279,AI,99.9668836593628
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/012 - BEST SORA 2 AI MEMES EPISODE 1_006.wav,1,0.9996688365936279,AI,99.9668836593628
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/183 - Movie Studio Logos Funny Meet the Fans!_033.wav,1,0.9996687173843384,AI,99.96687173843384
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/018 - Squidward's Honda Cahos! (Squidward's 2006 Honda Civic Compilation)_010.wav,1,0.9996687173843384,AI,99.96687173843384
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/035 - Spongebob Ai part 1 and two (The Secret Sauce)_031.wav,1,0.9996685981750488,AI,99.96685981750488
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_357.wav,1,0.9996685981750488,AI,99.96685981750488
/home/jack/Videos/snip_4sec/ai_slop_i_glad_i_never_watched/047 - Animation Studios Come to Life in Theaters_006.wav,1,0.9996684789657593,AI,99.96684789657593
